engine_id,mission_id,window_start_time,window_end_time,anomaly_score,anomaly_alert,normal_probability,fault_probability,predicted_faults,fault_probability_misfire,fault_probability_injector_degradation,fault_probability_turbo_issue,fault_probability_lubrication_issue,fault_probability_sensor_drift,fault_probability_overheating,fault_probability_electrical_fault,fault_probability_bearing_fault,rul_mean_hours,rul_lower_hours,rul_upper_hours,health_index,data_quality_warning,gt_anomaly,gt_faults,gt_rul_hours,gt_health_index,mission_risk
fault_eng_001,misfire_001,105.0,114.5,0.42458327538078683,False,0.997923731803894,0.0020762684289366007,sensor_drift; overheating; bearing_fault,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,33756412.0,29250470.0,46516016.0,100.0,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,110.0,119.5,0.0008212129469029605,False,0.9985069036483765,0.0014931143959984183,none,0.002994813024997711,0.003074416657909751,0.0002828065771609545,0.002446497790515423,0.0005002524121664464,0.0033953210804611444,0.0034994869492948055,0.00069992191856727,1.7307589054107666,0.8431143760681152,2.457303524017334,31.101484298706055,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,115.0,124.5,0.0012061817105859518,False,0.997806966304779,0.0021930576767772436,none,0.006965744309127331,0.006841797847300768,0.00085684924852103,0.004914764314889908,0.0014282695483416319,0.006861220579594374,0.006746484898030758,0.001904442673549056,1.87143874168396,0.989997923374176,2.741912364959717,30.22976303100586,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,120.0,129.5,0.0035361456210983547,False,0.9988086819648743,0.001191316288895905,none,0.004910214338451624,0.004674153868108988,0.00041393021820113063,0.00298529164865613,0.0008683830383233726,0.004325071815401316,0.004165539983659983,0.0011043830309063196,1.9737863540649414,1.0292699337005615,2.8593008518218994,31.084461212158203,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,125.0,134.5,0.0005492966156452894,False,0.9990012645721436,0.0009987211087718606,none,0.0026204646565020084,0.0027921877335757017,0.00019120839715469629,0.0013301197905093431,0.00033841983531601727,0.002027688082307577,0.0024862433783710003,0.00040734923095442355,1.6173498630523682,0.7407021522521973,2.2774486541748047,30.67914581298828,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,130.0,139.5,0.0010501089273020625,False,0.9980906844139099,0.0019092889269813895,none,0.003154768142849207,0.0037301802076399326,0.00040643863030709326,0.0024692171718925238,0.0005472332704812288,0.003972879145294428,0.0042985714972019196,0.0006858938722871244,1.5833678245544434,0.7399903535842896,2.276768207550049,30.284626007080078,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,135.0,144.5,0.0010231613414362073,False,0.9981396794319153,0.0018602932104840875,none,0.004418059252202511,0.004832146689295769,0.0005469605675898492,0.0042319269850850105,0.0010872045531868935,0.0059022242203354836,0.005271105095744133,0.0013656197115778923,1.6939421892166138,0.8007261157035828,2.4228484630584717,30.484420776367188,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,140.0,149.5,0.0019010037793522508,False,0.9977868795394897,0.0022131262812763453,none,0.008130793459713459,0.007396380417048931,0.0009347256273031235,0.004367786459624767,0.0016847325023263693,0.0069831786677241325,0.006156113464385271,0.0019908377435058355,1.8846335411071777,0.9525830149650574,2.7699310779571533,31.96166229248047,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,145.0,154.5,0.00464388037276986,False,0.99836665391922,0.0016333480598405004,none,0.006950894370675087,0.006830505095422268,0.0009407776524312794,0.00473279133439064,0.0016635924112051725,0.0074461945332586765,0.005571845453232527,0.0019231747137382627,1.8182291984558105,0.8355270624160767,2.5536410808563232,31.86768913269043,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,150.0,159.5,0.018697132094565156,False,0.9984377026557922,0.001562286983244121,none,0.005461956840008497,0.005136769264936447,0.0006345331785269082,0.0035541297402232885,0.0012450461508706212,0.005255656782537699,0.00463014654815197,0.001283543766476214,1.7782859802246094,0.7942625284194946,2.521387815475464,31.606149673461914,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,155.0,164.5,0.012316216273846516,False,0.9980660080909729,0.001933967461809516,none,0.006669190246611834,0.006909640040248632,0.0008975582895800471,0.00473245931789279,0.0015905731124803424,0.0069420235231518745,0.005819620564579964,0.0016980957007035613,1.7906951904296875,0.7925324440002441,2.505175828933716,31.177473068237305,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,160.0,169.5,0.004381032326125028,False,0.9976298213005066,0.002370182890444994,none,0.007609290070831776,0.008439679630100727,0.0011443927651271224,0.004702311474829912,0.0015681112417951226,0.0073332637548446655,0.006694166921079159,0.0018934222171083093,1.6627278327941895,0.7612727284431458,2.338648796081543,30.406505584716797,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,165.0,174.5,0.0011823009263025597,False,0.9981165528297424,0.001883454853668809,none,0.005055352579802275,0.006066529080271721,0.0007052845903672278,0.003771641757339239,0.0010003909701481462,0.006384251173585653,0.005347289610654116,0.0013259705156087875,1.7246193885803223,0.7634347677230835,2.4110100269317627,30.74416160583496,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,170.0,179.5,0.010101414518430829,False,0.9981672167778015,0.0018328094156458974,none,0.004457466769963503,0.005671830382198095,0.0006189874256961048,0.003633249783888459,0.001187825109809637,0.006154943257570267,0.0051341671496629715,0.0014596690889447927,1.7242848873138428,0.7761604189872742,2.4478235244750977,31.249195098876953,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,175.0,184.5,0.0012331143952906132,False,0.9977579712867737,0.002242026152089238,none,0.0059877499006688595,0.006909466348588467,0.000850471667945385,0.005537017714232206,0.001709859468974173,0.008395984768867493,0.006569481920450926,0.002019219333305955,1.7361444234848022,0.7846471667289734,2.4731621742248535,30.91645622253418,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,180.0,189.5,0.013226744131414557,False,0.998611330986023,0.0013886562082916498,none,0.00424938416108489,0.004186746198683977,0.0003763742570299655,0.002032205229625106,0.0007594599737785757,0.004217435605823994,0.002897098893299699,0.0008110142080113292,1.9237254858016968,0.9707158803939819,2.8721261024475098,32.57624053955078,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,185.0,194.5,0.07809469646051767,False,0.9980600476264954,0.0019399785669520497,none,0.0073078996501863,0.007188382092863321,0.0008587708580307662,0.003342668293043971,0.0016710477648302913,0.006159142125397921,0.005027719307690859,0.0017258016159757972,1.8351515531539917,0.8973909616470337,2.6449406147003174,31.787599563598633,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,190.0,199.5,0.4401106611344026,False,0.9937716722488403,0.006228333339095116,none,0.014116823673248291,0.016978861764073372,0.003012050874531269,0.01761554181575775,0.003123832866549492,0.018081586807966232,0.009841573424637318,0.004711642861366272,2.092196226119995,1.1789419651031494,3.0589404106140137,30.35831642150879,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,195.0,204.5,0.3618094168711775,False,0.9899988770484924,0.010001122951507568,none,0.017964854836463928,0.014698061160743237,0.003590356558561325,0.04299342259764671,0.00324838375672698,0.017834585160017014,0.022976867854595184,0.005309751722961664,1.6003117561340332,0.7809774279594421,2.260615825653076,28.659107208251953,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,200.0,209.5,0.17874023016101773,False,0.9942232966423035,0.005776679143309593,none,0.006357308477163315,0.0054743471555411816,0.0007274033850990236,0.014505473896861076,0.0010787504725158215,0.005855088122189045,0.012775314040482044,0.0013919053599238396,1.6862059831619263,0.8672688007354736,2.2471015453338623,30.740680694580078,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,205.0,214.5,0.14887725053537826,False,0.994844377040863,0.005155615042895079,none,0.005415124818682671,0.005048730410635471,0.000529841985553503,0.010886183008551598,0.0011673627886921167,0.005212546791881323,0.011865168809890747,0.001198061159811914,1.6452761888504028,0.8696052432060242,2.2277002334594727,30.172258377075195,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,210.0,219.5,0.1688698374549477,False,0.991878867149353,0.008121109567582607,none,0.00713100703433156,0.006260518450289965,0.000796212290879339,0.013615531846880913,0.0013534312602132559,0.007249106653034687,0.013921637088060379,0.0014703877968713641,1.5441547632217407,0.7854074835777283,2.1282947063446045,29.79462432861328,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,215.0,224.5,0.1707378532803581,False,0.991520881652832,0.00847913883626461,none,0.007645585108548403,0.006868984084576368,0.0008764325175434351,0.015764417126774788,0.0014430108712986112,0.008243531920015812,0.015024864114820957,0.0016742829466238618,1.5382014513015747,0.8093253970146179,2.1375017166137695,29.28497314453125,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,220.0,229.5,0.15102926375979936,False,0.9874358177185059,0.012564190663397312,none,0.01157850306481123,0.011157793924212456,0.001863299054093659,0.028873220086097717,0.0027884740848094225,0.0160723514854908,0.02416255697607994,0.003693940816447139,1.5441207885742188,0.8077276349067688,2.1679129600524902,29.658334732055664,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,225.0,234.5,0.18754876292685507,False,0.9845983386039734,0.01540167722851038,none,0.019536955282092094,0.01860382780432701,0.004373903851956129,0.05319982022047043,0.004908353555947542,0.029832782223820686,0.03707391768693924,0.00764981796965003,1.581581950187683,0.8765454292297363,2.2113840579986572,28.762340545654297,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,230.0,239.5,0.16695772824545912,False,0.9750828146934509,0.024917209520936012,none,0.025598620995879173,0.0255799051374197,0.00634071184322238,0.07350188493728638,0.0068060713820159435,0.04346037656068802,0.049677327275276184,0.01139118429273367,1.5443209409713745,0.8548795580863953,2.1279819011688232,28.773927688598633,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,235.0,244.5,0.1007181085775,False,0.9907944202423096,0.009205572307109833,none,0.010971352458000183,0.010020829737186432,0.002051966730505228,0.017911698669195175,0.002209082478657365,0.015222666785120964,0.020267754793167114,0.003323824144899845,1.5919703245162964,0.9044010639190674,2.236293077468872,29.357696533203125,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,240.0,249.5,0.07597989494976676,False,0.9914997220039368,0.008500304073095322,none,0.00741984136402607,0.007559784688055515,0.0011828538263216615,0.014727720990777016,0.0012776897056028247,0.011333751492202282,0.01604987308382988,0.002136119408532977,1.6028125286102295,0.9179785251617432,2.2684261798858643,30.113372802734375,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,245.0,254.5,0.042046984827047745,False,0.9932782649993896,0.006721744313836098,none,0.007743433583527803,0.008752674795687199,0.001306932303123176,0.013093538582324982,0.0015401687705889344,0.012128051370382309,0.017627445980906487,0.002632488962262869,1.6912331581115723,1.0328348875045776,2.3483779430389404,29.100101470947266,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,250.0,259.5,0.018190817871656613,False,0.9936531782150269,0.00634685019031167,none,0.007502989377826452,0.009600484743714333,0.001008296967484057,0.01381554827094078,0.0015187481185421348,0.013096373528242111,0.015481291338801384,0.0027718644123524427,1.5782243013381958,0.8670212626457214,2.2397122383117676,29.737346649169922,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,255.0,264.5,0.02020195401337764,False,0.994012176990509,0.005987795069813728,none,0.00774093484506011,0.00962604396045208,0.001076024491339922,0.012827981263399124,0.0013200727989897132,0.012968700379133224,0.0170670785009861,0.002630185103043914,1.6110968589782715,0.904914379119873,2.297856330871582,29.900653839111328,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,260.0,269.5,0.02308593424549969,False,0.995093584060669,0.004906415473669767,none,0.005167179740965366,0.005995005834847689,0.0007061551441438496,0.006989394314587116,0.0008271343540400267,0.008192078210413456,0.011622445657849312,0.0014913758495822549,1.6153193712234497,0.9279688000679016,2.29864239692688,29.888593673706055,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,265.0,274.5,0.01562900325764617,False,0.9929702281951904,0.007029742933809757,none,0.007144821807742119,0.008711038157343864,0.0013001194456592202,0.01287926360964775,0.0014733044663444161,0.013746664859354496,0.01728663593530655,0.0029037361964583397,1.7064319849014282,1.038323163986206,2.4393630027770996,29.835826873779297,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,270.0,279.5,0.023336200911610847,False,0.9905270338058472,0.009472943842411041,none,0.009181184694170952,0.01049933023750782,0.0017424867255613208,0.016750937327742577,0.0018725984264165163,0.01725659891963005,0.02133396826684475,0.0036268047988414764,1.6553176641464233,0.9676629304885864,2.3789689540863037,29.983322143554688,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,275.0,284.5,0.009560573197862226,False,0.9905868768692017,0.009413113817572594,none,0.011072025634348392,0.01258236076682806,0.0023443978279829025,0.021185273304581642,0.002198218135163188,0.019838178530335426,0.024921977892518044,0.004777506925165653,1.7397626638412476,1.0511434078216553,2.445737361907959,29.35898780822754,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,280.0,289.5,0.022546936200477027,False,0.9934055805206299,0.006594414822757244,none,0.006961105391383171,0.008197139017283916,0.0011832121526822448,0.01173949334770441,0.0015138526214286685,0.01231515035033226,0.015864335000514984,0.0028255817014724016,1.706511378288269,1.0428105592727661,2.398467540740967,29.293058395385742,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,285.0,294.5,0.026791951798304618,False,0.9902270436286926,0.00977296568453312,none,0.0076586236245930195,0.008797992020845413,0.0016080153873190284,0.012674875557422638,0.001979977823793888,0.01446562446653843,0.019320717081427574,0.0033222052734345198,1.7788039445877075,1.0646384954452515,2.5319321155548096,30.01592254638672,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,290.0,299.5,0.04339795720707251,False,0.9916090369224548,0.00839097611606121,none,0.008297858759760857,0.009451241232454777,0.0020042278338223696,0.015342107973992825,0.002167940605431795,0.01543794758617878,0.02193981222808361,0.00421565817669034,1.8203144073486328,1.142103672027588,2.588089942932129,30.506620407104492,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,295.0,304.5,0.0250820867980367,False,0.9914712309837341,0.008528776466846466,none,0.009074774570763111,0.009535802528262138,0.002087591914460063,0.020796142518520355,0.0022336309775710106,0.01625772751867771,0.023916330188512802,0.00478828139603138,1.7837258577346802,1.0904080867767334,2.506481647491455,30.173542022705078,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,300.0,309.5,0.05215726394714641,False,0.9890028238296509,0.010997154749929905,none,0.013896425254642963,0.016303470358252525,0.003373888786882162,0.026434384286403656,0.0035879435017704964,0.02368900179862976,0.03265472128987312,0.0069665852934122086,1.8862237930297852,1.210187554359436,2.5596506595611572,28.905033111572266,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,305.0,314.5,0.025070720147689032,False,0.9937989711761475,0.006201001349836588,none,0.004854776430875063,0.0060449400916695595,0.000711670087184757,0.006214035674929619,0.001174694043584168,0.007974810898303986,0.01048008818179369,0.0018168195383623242,1.8082102537155151,1.158838152885437,2.4701833724975586,29.2742977142334,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,310.0,319.5,0.027107729901689297,False,0.9943639636039734,0.005636031739413738,none,0.003734362544491887,0.004412850830703974,0.0005113641382195055,0.005313543137162924,0.0009217743063345551,0.0054815299808979034,0.008515078574419022,0.0013303104788064957,1.8759300708770752,1.1740193367004395,2.6430585384368896,30.384063720703125,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,315.0,324.5,0.01922850914127636,False,0.9925954937934875,0.007404496427625418,none,0.005442910827696323,0.006261337082833052,0.0012051493395119905,0.008565984666347504,0.0015059126308187842,0.009364772588014603,0.015470589511096478,0.002573411213234067,1.7954198122024536,1.1175215244293213,2.5180068016052246,30.5143985748291,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,320.0,329.5,0.016485014664863032,False,0.9919480681419373,0.008051907643675804,none,0.006787796504795551,0.007593099027872086,0.0016408428782597184,0.011256012134253979,0.0017673468682914972,0.011665472760796547,0.01890808716416359,0.003398611443117261,1.8547624349594116,1.1556183099746704,2.5927140712738037,30.524093627929688,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,325.0,334.5,0.016803018829736602,False,0.991675615310669,0.008324363268911839,none,0.007310144603252411,0.009273878298699856,0.0018065966432914138,0.01219271495938301,0.001959184417501092,0.013826746493577957,0.02010258287191391,0.0038277131970971823,1.8937194347381592,1.2132031917572021,2.633744716644287,30.602367401123047,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,330.0,339.5,0.004477920476347208,False,0.9918583035469055,0.008141673170030117,none,0.00808421429246664,0.011754057370126247,0.0019020965555682778,0.013857091777026653,0.0023045057896524668,0.017692772671580315,0.0204573106020689,0.004876305814832449,1.8030648231506348,1.135066270828247,2.5441782474517822,30.270606994628906,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
fault_eng_001,misfire_001,335.0,344.5,0.0048852283507585526,False,0.9911177754402161,0.008882232941687107,none,0.007157355081290007,0.01047963835299015,0.0015306196874007583,0.012296592816710472,0.001940883812494576,0.015872808173298836,0.01818392425775528,0.004197383765131235,1.7148951292037964,1.046976089477539,2.45596981048584,29.86988067626953,36_missing_values_imputed; rail_pressure_bar_out_of_range,,none,,,elevated
