engine_id,mission_id,global_time_s,throttle_actual,true_rpm,air_density_kg_m3,altitude_m,rpm,boost_pressure_kPa,manifold_pressure_kPa,cht_cyl_avg_C,egt_cyl_avg_C,oil_pressure_kPa,oil_temp_C,coolant_temp_C,fuel_flow_g_s,fuel_temp_C,rail_pressure_bar,vib_rms_g,battery_voltage_V,airspeed_mps,vertical_speed_mps,engine_power_command_kW,true_brake_power_kW,fault_active,fault_misfire_active,fault_injector_active,fault_turbo_active,fault_lubrication_active,fault_sensor_active,fault_overheating_active,fault_electrical_active,fault_bearing_active,simulated_rul_hours,true_overall_health_index
eng_normal_cruise,normal_cruise,5.5,0.9119742819626708,2812.5,1.1752627976023815,571.9169037301418,2815.2912550521387,185.27256628428432,276.42566842836186,199.16560981606847,390.73570853575546,412.7970530560111,39.21328173395007,67.63002603693268,7.098198691936158,22.53033658085977,1541.9037963913051,0.0231330988648853,28.434833265218334,33.95563195371032,1.802956426415234,116.64338822611684,114.98180314243425,0,0,0,0,0,0,0,0,0,,99.97533345136888
eng_normal_cruise,normal_cruise,6.0,0.9058697394576904,2812.5,1.175154899384676,572.8183819433494,2815.2216497582776,185.19044514974823,277.17768289259766,199.38154586769863,391.9000744283166,412.2419794167649,39.18562116171319,67.6098604781786,6.966199003969325,22.52106878478244,1540.1568782957409,0.0209680346562269,28.4365400159706,33.94289826245161,1.4123876896457297,116.9154123607935,115.03339834252986,0,0,0,0,0,0,0,0,0,,99.9752685378482
eng_normal_cruise,normal_cruise,6.5,0.9093298597705516,2812.5,1.1750701917758413,573.5245757881723,2813.450434999756,184.44204819676668,277.03582919903045,199.4860446232779,391.3254835625333,409.9185399638472,39.23854100349692,67.60149335665147,7.044440353383524,22.50749326406665,1535.438708357994,0.0227165294117456,28.484049235356828,34.185395282042286,1.0229676231507274,116.22600904644987,114.86039079182152,0,0,0,0,0,0,0,0,0,,99.97520400850902
eng_normal_cruise,normal_cruise,7.0,0.9156886511764158,2812.5,1.175008602693792,574.0360595997477,2812.1287745207323,184.7555023199373,276.67823489279016,199.6023004401937,391.4140316445022,414.40918893747534,39.22946478256228,67.5983912933118,7.004750137518076,22.41986231463045,1533.8741595446024,0.020050044957834,28.455675351484352,34.45383743228244,0.6937336678223118,115.35339171352852,114.67340197261348,0,0,0,0,0,0,0,0,0,,99.97513989099652
eng_normal_cruise,normal_cruise,7.5,0.913791300697318,2812.5,1.174966557066186,574.3829264336588,2811.3488352125178,185.08169625259427,276.5346235488172,199.77585128595047,390.6265943052716,412.4350320992037,39.1783770194892,67.54984242658062,6.953683792408548,22.42415593976307,1532.8214708900916,0.0216335236239599,28.45183738211872,34.67617541265878,0.4323573778146825,115.36505744582696,114.5889328081294,0,0,0,0,0,0,0,0,0,,99.97507605763988
eng_normal_cruise,normal_cruise,8.0,0.9070662071016108,2812.5,1.1749400257502014,574.5991051225661,2816.1522207066264,184.5528617306453,276.1369112414547,199.7452725315274,388.0729676629897,412.3803014985522,39.21006135582455,67.59749131145946,6.9460081698852605,22.4307861075546,1529.8621409922353,0.0206332262805308,28.45020834622801,34.94084999715095,0.2292019690002404,114.69046663262264,114.59195816934312,0,0,0,0,0,0,0,0,0,,99.97501247489504
eng_normal_cruise,normal_cruise,8.5,0.9202276792594126,2786.627197265625,1.1749255524136206,574.7137061070663,2791.821526042411,185.15401558658385,276.75835404979244,199.9032368997892,389.22634046789926,408.3469880935902,39.26587707148528,67.62720071854864,6.9232357377505584,22.487895542954845,1531.9778595451164,0.0217396184019968,28.436681201441075,35.53584377226958,0.0975531980755456,113.93292681239768,113.84046391592474,0,0,0,0,0,0,0,0,0,,99.97494934067625
eng_normal_cruise,normal_cruise,9.0,0.9206707486349134,2770.859026908875,1.174918892692327,574.762482706104,2773.92236109572,185.56363815710463,276.55158578167766,199.88095883690653,389.3217270633487,408.5283993317456,39.08293461670465,67.71892011739081,6.8679799365707925,22.45075416103517,1536.1794147610783,0.0210428128292797,28.4740512610016,36.25945841242997,0.130570568505405,112.59275506794788,112.64441153039436,0,0,0,0,0,0,0,0,0,,99.97488588210798
eng_normal_cruise,normal_cruise,9.5,0.9075225375131106,2759.3408712185924,1.1749102734139112,574.8277679903567,2761.5867696763103,184.9976489411004,276.29957767513247,199.73818480927503,388.6340986373996,404.9328136280907,39.08543495708567,67.89733447481049,6.719309951802626,22.392923241862142,1541.368956064875,0.0206642300937223,28.53697998045336,36.84599072951248,0.3698335370227139,112.29957054218016,111.8599616235347,0,0,0,0,0,0,0,0,0,,99.974822135589
eng_normal_cruise,normal_cruise,10.0,0.9165418319069184,2751.414966416997,1.1748874539838268,575.0126847588681,2750.787240119893,184.76193583136293,276.31332478364334,199.75367128365352,388.5602118341835,409.7077606585543,39.129308946249466,67.94256160257106,6.791913023281029,22.32089652643336,1539.9597757204228,0.0213997129342483,28.43238179532356,37.211308022373466,0.7785200056287048,110.80580878170952,111.41550118142072,0,0,0,0,0,0,0,0,0,,99.97475823105516
eng_normal_cruise,normal_cruise,10.5,0.9106797782282704,2743.5909933237867,1.174840380152128,575.4019447616824,2744.7575118464283,185.03822306969536,275.98844688142043,199.36536693060768,389.81837301354807,402.46828062009,39.08688234750297,67.96993927296049,6.71356068727171,22.39382711823724,1539.1278078506627,0.0219336817277212,28.47984226586616,37.5789184314961,1.298548497917279,111.33293674699712,110.99332905207744,0,0,0,0,0,0,0,0,0,,99.97469417167024
eng_normal_cruise,normal_cruise,11.0,0.9110615804715148,2739.3620107743145,1.174762446656778,576.051219010641,2736.654223590538,185.20756944430968,276.67019775002456,199.2055541237455,387.9131954674079,405.9037007303356,39.10076482384693,67.86826244784237,6.813521234844634,22.34942978843091,1544.9698830217449,0.0214208483548353,28.421645860645874,37.822706382933056,1.9269817816138808,110.8376693406892,110.69780155261373,0,0,0,0,0,0,0,0,0,,99.97463004740663
eng_normal_cruise,normal_cruise,11.5,0.9203743249647994,2738.1329627208743,1.1746472255216878,577.014709901448,2740.4730604938795,184.88717494292928,276.12595511945307,199.0726388463088,387.5472566422758,404.3221963091163,39.21244600158804,67.87737926569476,6.675972338939865,22.259914670726825,1546.3542789852638,0.0204647443575121,28.51090189826545,38.025742700711135,2.631248883067527,110.66734819510964,110.73036614926488,0,0,0,0,0,0,0,0,0,,99.97456581534108
eng_normal_cruise,normal_cruise,12.0,0.9275575396855744,2735.7873464581694,1.1744902257216687,578.3303343429817,2738.292144381753,184.73988358052296,276.35438675847394,199.0246522270025,389.1243762156714,403.6287519167663,39.13858296163218,67.74884078142354,6.711462602195106,22.306641989171297,1551.7132787520636,0.020802004676432,28.38737172096364,38.14929310169702,3.3963421711384663,110.95369839618384,110.7564282875087,0,0,0,0,0,0,0,0,0,,99.97450155280129
eng_normal_cruise,normal_cruise,12.5,0.9125777069013982,2734.470380660672,1.1742878516125537,580.028505428551,2735.1518078853524,184.8443599323496,276.5986928190319,198.61521585552325,388.2784435044181,403.4758214089174,38.982372566965175,67.81703720014005,6.779053148518255,22.253501959010208,1552.2743849110493,0.0210748351462456,28.41536497870592,38.181836833216806,4.196143367831166,110.3063294078668,110.79165425644976,0,0,0,0,0,0,0,0,0,,99.97443734104668
eng_normal_cruise,normal_cruise,13.0,0.922598667439714,2738.8900270685635,1.174038062527488,582.1265771124665,2737.350700898126,184.70534019981736,275.7598556176609,198.22901317179583,389.1013623333095,406.93822262050446,39.05082380951189,67.69381082232474,6.794118741044636,22.2707567552092,1553.5997547859586,0.0202732337313141,28.41304193855361,37.95803390657797,4.61787958391241,110.82861660803528,111.35653405525832,0,0,0,0,0,0,0,0,0,,99.97437327038176
eng_normal_cruise,normal_cruise,13.5,0.9221867685857456,2744.2094977686866,1.173763303010665,584.4355169044227,2742.218126726508,185.2423446962085,276.46903620109833,197.82392079496617,391.31314999559686,408.4693643042801,39.02152166240571,67.84125656983481,6.823522140679581,22.28931856458331,1552.4084553967584,0.0216782396636867,28.48639267274013,37.75815571221021,4.660766634844448,111.9328701514734,111.79630256532565,0,0,0,0,0,0,0,0,0,,99.97430933892136
eng_normal_cruise,normal_cruise,14.0,0.9188744687862151,2745.4099167532218,1.1734860502351825,586.765900221845,2743.8609310468223,184.27241333557456,275.4541417862174,197.63604711035129,391.1483059131908,405.5028185862609,38.80102783865053,67.99066968250202,6.861250425379522,22.345565028199875,1555.6135735807864,0.0230419554341026,28.46029272485151,37.7128584423463,4.682714931269968,111.73383797130307,112.1330210395324,0,0,0,0,0,0,0,0,0,,99.97424542364227
eng_normal_cruise,normal_cruise,14.5,0.9253456462849298,2744.4646478682803,1.173207546915592,589.1072576874799,2740.6044655644755,184.0320613250917,275.63090248966785,197.4511344032268,391.6040057477262,409.1658752492167,38.828135460560425,67.90600769625254,6.779695404189478,22.38051285605556,1560.2977750046553,0.0218335776815244,28.47135159897411,37.8333116165212,4.7037868543309616,112.3772348891415,112.23510271722326,0,0,0,0,0,0,0,0,0,,99.97418143333294
eng_normal_cruise,normal_cruise,15.0,0.9495810280771084,2738.97554741253,1.1729278457033985,591.4591511146454,2736.9535303318926,184.7689548544612,276.56048117119246,197.2042076895018,392.7705838883986,406.96437930586455,38.85720218801044,67.84381483318617,6.843882397142677,22.28782610410577,1562.9440558224096,0.0212179060316691,28.46628087260192,38.046959121988806,4.714907433714966,111.67522735839094,112.01687047759675,0,0,0,0,0,0,0,0,0,,99.97411737032158
eng_normal_cruise,normal_cruise,15.5,0.9317173411366854,2738.127848395926,1.1726475370188512,593.8166048315028,2731.9240421409127,184.5243969169697,275.5384464848457,196.8953400553713,390.0419700777709,407.4892781202296,38.82110457384644,67.86080745995056,6.817210127431848,22.265676624703087,1564.0710916692503,0.0214435834036826,28.50805627784098,38.12498652403235,4.69628397070111,112.0740265347624,112.08294017170972,0,0,0,0,0,0,0,0,0,,99.97405328520894
eng_normal_cruise,normal_cruise,16.0,0.9410425120076656,2736.408608827877,1.1723683835964336,596.1647468168534,2738.1561819675444,184.09021138225853,275.6144071829989,196.64220716224,390.370498781052,405.958106752157,38.758692759040976,67.72354595585236,6.820550437651973,22.17489727170845,1563.990404275804,0.0212813396581447,28.54258148124649,38.205093612298704,4.692769326612334,111.69444423439758,111.89993567552074,0,0,0,0,0,0,0,0,0,,99.9739892403288
eng_normal_cruise,normal_cruise,16.5,0.9398676447615704,2737.151688819792,1.1720894897667138,598.5111314801595,2736.891389951528,184.21610713255137,275.28079634785854,196.6723017693389,391.0042085970727,406.2714797593358,38.75507862553181,67.8847299619117,6.774236094359186,22.25184976527501,1561.7052152542228,0.0213687224294873,28.497476012403624,38.066454031830425,4.663552637909628,112.4896331998395,111.87727888682242,0,0,0,0,0,0,0,0,0,,99.97392538687951
eng_normal_cruise,normal_cruise,17.0,0.9407959207097067,2738.770500192805,1.171812377736848,600.8429077991143,2737.8050325683857,184.5602617589385,275.55269248035023,196.3406639390814,389.721400950232,408.1445876114335,38.73356124559471,67.82137913770282,6.821046755257775,22.254448173751804,1561.8110116972853,0.0211351148076933,28.4193607896755,38.02196532687363,4.669887527000504,111.57585634407624,111.97791442731088,0,0,0,0,0,0,0,0,0,,99.97386160145282
eng_normal_cruise,normal_cruise,17.5,0.9319802175472738,2740.3545324152246,1.1715349412224867,603.1778515626146,2740.646719035615,184.5284753970787,275.4258783184367,196.3347869208218,389.8332381392163,408.5510628333537,38.884309618911146,67.78660822484585,6.812159769930875,22.313643044981887,1558.238425033942,0.0220130435471212,28.42605351310478,37.94457709076699,4.664607500125849,111.75178191035992,111.9233954058631,0,0,0,0,0,0,0,0,0,,99.97379794924537
eng_normal_cruise,normal_cruise,18.0,0.9260299428871512,2745.00453325565,1.171257868121493,605.5101553126775,2743.684225693276,184.6641705224248,275.22528223398814,196.4039228884335,389.729029736064,411.1415190313976,38.84642818662813,67.7289643932533,6.890198776547728,22.197199144964884,1554.5728237903204,0.0215874328550899,28.422438777688026,37.65151514417892,4.636141498023958,111.77059044505722,112.0729448380111,0,0,0,0,0,0,0,0,0,,99.97373456164934
eng_normal_cruise,normal_cruise,18.5,0.938820293560906,2747.245593674896,1.1709825308104036,607.8282260616895,2745.3513938615806,184.25736677618465,274.9979259954022,196.15192965089105,388.3813450567635,408.2187450934271,38.87462646877282,67.54542507457997,6.860709856205878,22.14384544881547,1557.4687229857202,0.02254147964824,28.53737006736363,37.52641438247183,4.65329022628505,112.65717044088052,112.14221954539168,0,0,0,0,0,0,0,0,0,,99.97367130018556
eng_normal_cruise,normal_cruise,19.0,0.9213348120741256,2749.922043934325,1.1707062285730812,610.154871174832,2748.906107260762,183.9477074370146,274.4930440585026,195.85982545842032,390.32500715914017,409.7827648810551,38.774632850982975,67.67214592270474,6.799932347467494,22.11996834281065,1558.5384955949844,0.0225237429169587,28.510539372589548,37.30923651319184,4.642837360750893,112.25379931993838,112.41634490737194,0,0,0,0,0,0,0,0,0,,99.97360818724135
eng_normal_cruise,normal_cruise,19.5,0.9275956401476226,2749.0705969056407,1.1704305953108975,612.4762898552075,2750.743223288922,184.16984537719983,274.71639073031974,195.8087418557331,390.07402115247584,409.7999639599803,38.74769320997201,67.48517548062756,6.846096416555823,22.19149278949937,1556.738950288533,0.0216503376453173,28.509170049476865,37.2753984924182,4.66302505735844,112.16400991898884,112.235689293011,0,0,0,0,0,0,0,0,0,,99.9735451744046
eng_normal_cruise,normal_cruise,20.0,0.9211089353943028,2743.343285251756,1.1701538178194713,614.8078023838867,2741.489294566503,185.12265737334567,274.5558131442144,195.7117393597236,390.588334788618,407.0007660628801,38.60837374460697,67.52759110429064,6.828829864015481,22.27454409986857,1554.1592047351396,0.0213833694001968,28.442824596972443,37.5382449833041,4.700519598964936,111.97183725170366,111.81571767090948,0,0,0,0,0,0,0,0,0,,99.9734820629806
eng_normal_cruise,normal_cruise,20.5,0.9264056454891784,2742.1543567164613,1.1698748729653068,617.1580621833692,2746.435109184912,184.67457739345085,275.3363366286566,195.64523998717564,390.3089734713464,410.7955691850567,38.85671278725133,67.69742209788664,6.7621538630202025,22.300578843925653,1555.0673302581586,0.0208191403344655,28.40034027944715,37.68882321062509,4.688223765768053,111.53915095397248,111.76890297186708,0,0,0,0,0,0,0,0,0,,99.97341886197628
eng_normal_cruise,normal_cruise,21.0,0.9291525014272096,2737.550974043872,1.169596706747056,619.5021740662532,2739.5447338492586,183.97504497731336,275.3338268347892,195.4639967385504,392.8303730005336,406.93966909459846,38.910122312281125,67.57611980930712,6.857086518481656,22.275815268778192,1557.9411478493105,0.0210028299259684,28.418033559305663,37.8127994624902,4.682178358080757,111.04198355145016,111.35981067439972,0,0,0,0,0,0,0,0,0,,99.9733556935228
eng_normal_cruise,normal_cruise,21.5,0.9271023891830872,2738.282898125475,1.169318949153047,621.8432632452937,2735.9345176780034,183.74679396767328,275.09435540075924,195.1588992721734,389.5804918217842,411.5456681285839,38.91707107268357,67.5474100602567,6.827916618223798,22.255241149133656,1555.644465690364,0.0216419551681872,28.44142982973664,37.794817698351466,4.662676723549096,111.67178604414192,111.34228599283044,0,0,0,0,0,0,0,0,0,,99.97329258320656
eng_normal_cruise,normal_cruise,22.0,0.9214841523607726,2744.515975040718,1.1690423955417126,624.1746016070682,2742.653428693763,184.29852964772988,275.14104542947365,195.02326932421943,390.6118235596561,409.9257196707717,38.96576079308717,67.43549169568911,6.889000363752776,22.17628854131476,1556.9802011154202,0.021460944015558,28.413505681994163,37.445814602918645,4.618555554274679,111.53068367918809,111.8119848878609,0,0,0,0,0,0,0,0,0,,99.97322969118444
eng_normal_cruise,normal_cruise,22.5,0.9321015785983304,2747.304382314439,1.168768500574248,626.4838793842056,2741.4150346622487,184.0358181096564,274.3558435583176,194.753568345466,391.3492457469846,408.0851521027326,38.7124371101051,67.43009508949933,6.835536061108212,22.14073343221804,1554.193558716766,0.021081420054692,28.486919312132585,37.22019791544441,4.627706938391394,111.6645267197817,112.01438589953682,0,0,0,0,0,0,0,0,0,,99.9731669669345
eng_normal_cruise,normal_cruise,23.0,0.9441632986992304,2750.742432465825,1.1684941143785004,628.7977328534013,2752.94689914416,183.38305669084087,274.70555078901725,194.7331207437157,392.0186586336398,408.1113655625203,38.73473191127976,67.59053942564569,6.814395093818213,22.151490139229665,1556.2169114930698,0.0217229495572219,28.47500625819617,37.068812507353805,4.635916532857559,112.39276766826616,112.10515961634908,0,0,0,0,0,0,0,0,0,,99.9731043670453
eng_normal_cruise,normal_cruise,23.5,0.9178215078654832,2757.859027162146,1.1682192928915782,631.1156911198301,2760.0414691171377,183.65907435503863,274.8977016849852,194.6162871482641,390.9700583606602,409.7629207953708,38.64578623449003,67.39379584640947,6.8571203130094895,22.065464822510272,1548.5286448073848,0.0219779334257668,28.4563677204358,36.70317188685558,4.607984575178752,112.28311852146685,112.47452983239477,0,0,0,0,0,0,0,0,0,,99.97304199926698
eng_normal_cruise,normal_cruise,24.0,0.924437213607204,2763.195059665842,1.167946171594207,633.4196834074195,2762.094129072822,183.5395793144539,274.6236479041402,194.5537640202864,391.9344268629489,408.956432050224,38.641224191091055,67.43521782696456,6.918189324510172,21.9430656191816,1549.132555686218,0.0225701109605637,28.474884255886423,36.4153832385415,4.613403970107236,112.66015486143316,112.7492011516984,0,0,0,0,0,0,0,0,0,,99.97297978245908
eng_normal_cruise,normal_cruise,24.5,0.9192801459001628,2764.158046781744,1.1676727795613846,635.726385392473,2760.69043525073,183.1873810828592,274.55360718879547,194.69885781817663,391.1675407646869,411.3314788871821,38.58186310863228,67.55438878220647,6.844122468773885,22.04152350955895,1545.2544988168745,0.0211993083933236,28.479175500364928,36.30400459317672,4.635168343464748,112.53361309318336,112.71522336438262,0,0,0,0,0,0,0,0,0,,99.97291750077302
eng_normal_cruise,normal_cruise,25.0,0.9199505451340196,2770.0119551792664,1.1673981516545255,638.0439695642054,2765.642827071967,183.3413287385914,274.05523441484115,194.63477290566595,391.0582326239165,413.3860967283747,38.55546779741624,67.35061920572397,6.847863784997747,22.08514436177321,1543.0184793423143,0.0215688634964831,28.427554186690912,35.89078395434528,4.59775497767789,112.93882664251376,112.98653826909404,0,0,0,0,0,0,0,0,0,,99.97285467348642
eng_normal_cruise,normal_cruise,25.5,0.9035473310657992,2784.1193138111507,1.1671257828639026,640.3428470530444,2779.4198053818263,184.003992933412,274.6604630372469,194.5083936974729,392.70410279985566,414.6929942951962,38.494400264472695,67.36059599465915,6.906988999670326,22.010335399345003,1541.5224706539086,0.0202475388414527,28.467722283897817,35.246216065304594,4.562791831161325,114.06659994443125,113.98155824990108,0,0,0,0,0,0,0,0,0,,99.9727905786671
eng_normal_cruise,normal_cruise,26.0,0.91211930402857,2788.7755201390087,1.1668555273398098,642.624242968625,2790.890539593785,184.09882714340003,274.112082538029,194.7297756862468,393.1588730929643,416.77680753737377,38.47383995807294,67.30010199869375,6.926154597580695,22.00000726581632,1543.3240984923048,0.0218650596562052,28.4122543966724,35.008833728076816,4.492314551939434,114.37786783566246,114.30209323287966,0,0,0,0,0,0,0,0,0,,99.97272607726572
eng_normal_cruise,normal_cruise,26.5,0.9170399714840628,2788.064771856129,1.1665894802541992,644.8704002445947,2787.8780394391506,183.0059986207222,274.49038580437315,194.61715062853864,393.84100640599024,414.24216088047336,38.324317845294686,67.30483449424308,6.943717040074541,21.997552206275152,1539.3430203980824,0.0206798127382293,28.47854373915029,35.04935791842828,4.391356318457135,113.9463241980748,114.15737189176323,0,0,0,0,0,0,0,0,0,,99.97266175874304
eng_normal_cruise,normal_cruise,27.0,0.9138881326513248,2791.310075593987,1.1663294382928424,647.0660784038233,2790.589096450367,182.90724032717927,274.184689002826,194.89049406852183,392.9560722370642,415.0304897309269,38.43270365247623,67.1292908142564,6.952655865566834,22.08406044382635,1540.3843257511112,0.0208914186022974,28.50080763923768,34.94188936629118,4.280095832757596,114.267873469407,114.44300516303556,0,0,0,0,0,0,0,0,0,,99.972597171624
eng_normal_cruise,normal_cruise,27.5,0.9129148200860288,2790.69303384014,1.1660760062861917,649.2061263202021,2793.707597813412,183.35662398412063,273.7989955851755,195.0530148682818,392.7737618923132,414.7108317705391,38.61778856686819,67.13106460169195,6.946791573400551,22.07918832273977,1541.2113208040987,0.0204076152948154,28.46624213214501,34.86226800171795,4.140794539365487,114.40359965185807,114.50690234997892,0,0,0,0,0,0,0,0,0,,99.97253250125438
eng_normal_cruise,normal_cruise,28.0,0.9133810233554688,2789.348798738106,1.1658308352630462,651.2765235898848,2790.68251434448,182.9282899296016,273.4239512563567,195.3754682613624,394.4314632754495,413.5718467251767,38.477013748914686,67.0537130927624,6.900507736908639,22.09510284658999,1545.6859325772607,0.0209621229391949,28.43627138607641,34.97889002727601,3.999603938492027,114.04749491962372,114.46992564512274,0,0,0,0,0,0,0,0,0,,99.97246799649832
eng_normal_cruise,normal_cruise,28.5,0.9203950404850552,2790.253142537398,1.1655940326747214,653.2763255591309,2792.719205844688,183.31886719198903,274.13722935613646,195.44183387053303,394.0323953296494,416.71019553380256,38.44280003829799,67.00787991551542,6.981170988670068,22.13020460349956,1540.0855603347468,0.0212434856669843,28.439574378252605,34.885684501882814,3.86255404837272,114.66916922370116,114.64626481237568,0,0,0,0,0,0,0,0,0,,99.97240331113063
eng_normal_cruise,normal_cruise,29.0,0.9164972665820854,2812.5,1.1653653503943553,655.2076025833172,2811.382576813975,182.82643361816693,274.0839861137138,195.5869225971344,395.4773184604665,418.3676496552771,38.49461926827284,66.98465206483445,6.988905517747204,22.122638571385984,1544.700672583126,0.0217372207501777,28.41938427026503,34.661656094360254,3.683915632081372,114.9509599409159,115.2910269111698,0,0,0,0,0,0,0,0,0,,99.97233783230436
eng_normal_cruise,normal_cruise,29.5,0.9172136498081034,2812.5,1.1651472372502545,657.0495603993579,2819.11787609501,183.27173117031927,273.22538541865976,195.78276679752696,395.1028563931888,419.0120737931894,38.39465101305083,67.06616272369223,6.9984843518790685,22.147504579702748,1545.3466241201595,0.0221481860128575,28.49775697152564,34.52533207891706,3.452033869961955,115.96633035873852,115.48103470838356,0,0,0,0,0,0,0,0,0,,99.97227213098442
eng_normal_cruise,normal_cruise,30.0,0.9289426370015792,2812.5,1.164942828043809,658.7755773343389,2817.7100270433075,182.68494614419765,273.71049813082334,196.1584258557245,396.1708346552724,417.8049424985306,38.35835747314547,66.86504321033395,7.058194630057131,22.18896571186729,1552.1188394420942,0.0221165246612115,28.509818466666403,34.5552336261532,3.1959752838743483,116.31920658655692,115.91159226555256,0,0,0,0,0,0,0,0,0,,99.97220617067184
eng_normal_cruise,normal_cruise,30.5,0.9291031000183848,2812.5,1.1647535425749755,660.373564976276,2819.036776121668,182.5891556869452,273.4687633717486,196.3279545077325,396.10472231121753,417.2021139364748,38.352808988986816,66.93340890122961,7.029698701560712,22.2271217093638,1552.070583235981,0.0204236207075719,28.46331241917896,34.85904964127113,2.966458251011536,116.9836077175982,116.28571140555762,0,0,0,0,0,0,0,0,0,,99.97214023811487
